Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;Plazas
ALBATROS;RESTAURANTE;URB. PARQUE ALBATROS ;0;38620;0;0;0;SAN MIGUEL;160
ALBATROS, EL (THE ALBATROS);BAR;PARQUE DON LUIS, L-3 URB. ;0;38630;0;0;0;ARONA;0
ALBERGUE MONTES DE ANAGA;BAR-CAFETERIA;CTRA BAILADERO-CHAMORGA, S/N;0;38129;0;0;0;SANTA CRUZ DE TENERIFE;0
ALBERTINA;BAR;ESTOPA, 10 ;0;38000;0;0;0;LA MATANZA DE ACENTEJO;0
ALBERTO;BAR;ARURE, 3;0;38626;0;0;0;ARONA;18
ALBERTO'S;CAFETERIA;MALPAIS, 1 ;0;38400;0;0;0;PUERTO DE LA CRUZ;80
ALBERTO'S;BAR;VENEZUELA, 2 AVDA. ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
ALBERTOS BROTHERS;BAR;LA HERRERIA, 5 ;0;38550;0;0;0;ARAFO;15
ALBINO;BAR;SANTA BARBARA, 89 BDA. ;0;38000;0;0;0;ICOD DE LOS VINOS;0
ALBORADA;RESTAURANTE;C/ JUAN DE AVILA, 4;0;38009;0;0;0;SANTA CRUZ DE TENERIFE;0
ALBORADA;RESTAURANTE;TEN-BEL URB. ;0;38631;0;0;0;ARONA;500
ALBORADA;CAFETERIA;SIMON BOLIVAR, 3 ;0;38009;0;0;0;SANTA CRUZ DE TENERIFE;33
ALCALA;BAR;MARQUES V. DEL PRDO - URB. CASABLANCA, L -3;0;38355;0;0;0;PUERTO DE LA CRUZ;0
ALCALA;BAR;ALCALA, S/N. ;0;38000;0;0;0;GUIA DE ISORA;0
ALCALA;BAR;PLAZA, 9 ;0;38688;0;0;0;GUIA DE ISORA;33
ALCALDIA, LA;BAR;C/. SAN MIGUEL ESQ. ROQUE DEL ESTE, 1 B1;0;38108;0;0;0;LA LAGUNA;0
ALCAMPO;BAR;POLIGONO INDUSTRIAL SAN JERONIMO MANZANA B SECTOR 10 (HIPERMERCADO ALCAMPO);0;38300;0;0;0;LA OROTAVA;0
ALEGRE BUFFET;BUFFETT;AVDA. EL PASO, 20 (EDIF. EL PASO II, L-2);0;38108;0;0;0;LA LAGUNA;70
ALEGRE ROGER, EL;BAR;HOTEL SANTA MARIA LOC. 66 BAJOS ;0;38000;0;0;0;ADEJE;40
ALEGRIA;CAFETERIA;DOCTOR PEREZ, 10;0;38390;353992;3145285;309;SANTA URSULA;31
ALEGRIA;BAR;CANTILLO ;0;38000;0;0;0;GRANADILLA DE ABONA;0
ALEGRIA;BAR-CAFETERIA;NORTE, 4 ;0;38480;0;0;0;BUENAVISTA DEL NORTE;0
ALEGRIA, LA;BAR;LA CRUZ SANTA ;0;38000;0;0;0;LOS REALEJOS;0
ALEJANDRINA ARTEAGA;BAR;LA HORNERA, 106 CMNO. ;0;38000;0;0;0;LA LAGUNA;0
ALEJANDRO;BAR;EL MORAL, 33 ;0;38270;0;0;0;LA LAGUNA;0
ALEJANDRO'S BAR;BAR;AVDA. DE LOS PUEBLOS, 32 (C.C. LAGUNA PARK I, L-1B);0;38660;0;0;0;ADEJE;0
ALEJO;BAR;DOCTOR ALLART, 24 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;3
ALEMAN DIETER'S IMBISS;CAFETERIA;CLUB PARAISO DEL SOL, L-1 ;0;38660;0;0;0;ADEJE;22
ALEMANA;CAFETERIA;SAN FELIPE, 44 ;0;38400;0;0;0;PUERTO DE LA CRUZ;50
ALENA;BAR;MUELLE LOS CRITIANOS ;0;38000;0;0;0;ARONA;0
ALEX;BAR;CTRA. GENERAL DEL SUR EL CALVARIO, 12 ;0;38000;0;0;0;FASNIA;0
ALEX;BAR;SAN HONORATO, 1 ;0;38203;0;0;0;LA LAGUNA;0
ALEX QUELI;BAR;EL GUINCHO, 19 ;0;38000;0;0;0;GARACHICO;0
ALEXANDER;RESTAURANTE;URB. EL TREBOL. COSTA DEL SILENCIO, LOCAL 50 Y 51;0;38631;0;0;0;ARONA;28
ALEXANDER;BAR-CAFETERIA;AVDA DE LOS PUEBLOS S/N LAGUNA PARK I Nº 21;0;38670;0;0;0;ADEJE;0
ALEXIA'S;CAFETERIA;C/. JUAN PEDRO RODRIGUEZ CRUZ, 2 ;0;38508;0;0;0;GÜIMAR;0
ALEXIS;BAR;EL CARDONAL BQ. 135 ;0;38729;0;0;0;LA LAGUNA;0
ALFE;BAR;SAN MARTIN, 1 AVDA. ;0;38626;0;0;0;ARONA;0
ALFONSO;BAR;C/ VALLE INCLAN, 3, EDF. VALLE INCLAN II, LOCAL 1;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;30
ALFREDO FRAGA;BAR;ADEJE ;0;38670;0;0;0;ADEJE;0
ALFREDO GONZALEZ;BAR;DE POLO, 34 CMNO. ;0;38000;0;0;0;LA OROTAVA;0
ALGARROBO;RESTAURANTE;PEDRO MARTIN, 9 URB.  ;0;38300;0;0;0;LA OROTAVA;20
ALGARROBO;BAR;SAN SALVADOR, 60 ;0;38000;0;0;0;LA LAGUNA;20
ALGAS, LAS;RESTAURANTE;LA FONSALIA, 17 SAN JUAN PYA. ;0;38680;0;0;0;GUIA DE ISORA;84
ALHACENA, LA;BAR-CAFETERIA;C/ ANCHIETA, 7;0;38201;0;0;0;LA LAGUNA;0
ALHAMBRA;BAR;RESID. ANDALUCIA BAJOS ;0;38650;0;0;0;ARONA;0
ALHAMBRA;BAR;EDF. ANDALUCIA ;0;38650;0;0;0;ARONA;40
ALHAMBRA, LA;BAR;ANDALUCIA, L-5B EDIF. (LOS CRISTIANOS) ;0;38650;0;0;0;ARONA;50
ALHAMBRA, LA;RESTAURANTE;RAMBLA GENERAL FRANCO, 25 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;78
ALHONDIGA, LA;MESON;EL CALVARIO, 73 ;0;38350;0;0;0;TACORONTE;108
ALHONDIGA, LA;CAFETERIA;C/ LA ALHONDIGA, 16;0;38480;0;0;0;BUENAVISTA DEL NORTE;60
ALI BABA;RESTAURANTE;C/. LA PALMA, 15 ;0;38680;0;0;0;GUIA DE ISORA;0
ALI BABA CLUB;BAR;NIEVES RAVELO, 1 ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
ALIA;RESTAURANTE;BARCELONA, 3 ;0;38204;0;0;0;LA LAGUNA;36
ALI-BABA;RESTAURANTE;C/. ISLA BONITA, 27;0;38687;0;0;0;GUIA DE ISORA;42
ALICE;RESTAURANTE;AVDA. RAFAEL PUIG LLUVINA, 19 (C.C. CITY CENTER, L-1);0;38660;0;0;0;ARONA;0
ALISE;BAR;GENERAL LA CRUZ SANTA, 21 L-2 CTRA.;0;38413;0;0;0;LOS REALEJOS;0
ALISIOS CANARIOS;BAR;AVDA. ISORA, 113;0;38000;0;0;0;GUIA DE ISORA;0
ALISIOS, LOS;CAFETERIA;COLON, S/N. AVDA. (COMPLEJO MARTIANEZ) ;0;38400;0;0;0;PUERTO DE LA CRUZ;25
ALISIOS, LOS;CAFETERIA;VIEJA LOS CRISTIANOS-GUAZA CTRA. (APTOS. LOS ALISIOS);0;38650;0;0;0;ARONA;110
ALISIOS, LOS;BAR;TAMARAGUA, 27 (URB. ALISIOS II);0;38109;0;0;0;SANTA CRUZ DE TENERIFE;0
ALIVIO, EL;BAR;UNAMUNO, L-12 (PARQUE LA GRANJA) ;0;38007;0;0;0;SANTA CRUZ DE TENERIFE;25
ALJIBE, EL;CAFETERIA;AVDA. EL EMIGRANTE, 8;0;38680;0;0;0;GUIA DE ISORA;78
ALKABU;BAR;BUENAVISTA, 20 - CTRA. ;0;38000;0;0;0;BUENAVISTA DEL NORTE;0
ALKABU;PIZZERIA;AVDA. JUAN MENDEZ EL VIEJO, 20 ;0;38480;0;0;0;BUENAVISTA DEL NORTE;64
ALL DAY CAFÉ;CAFE;ALFARO ESQ. MIRAFLORES;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
ALL STAR CAFE;BAR;VEINTICINCO DE ABRIL, 79 AVDA.;0;38430;0;0;0;ICOD DE LOS VINOS;0
ALLDAY;BAR-CAFETERIA;CTRA. VALLE TABARES, 111, LOCAL 2;NULL;38320;28,47588154;-16,28968931;0;LA LAGUNA;14
ALLEY CAT;BAR;PASEO PEATONAL (EDIF. JULITA BAJOS) ;0;38650;0;0;0;ARONA;0
ALMA;BAR-CAFETERIA;AVDA. EL PALM MAR, 64 - EDF. FLAMINGO L-4;NULL;38640;0;0;0;ARONA;30
ALMA DE CAFE;CAFETERIA;C/. LA AMISTAD, 9 L-7A;0;38500;0;0;0;GÜIMAR;0
ALMA DE TACANDE, EL;RESTAURANTE;SUBIDA AL SOBRADILLO, 7 CTRA. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;55
ALMA LLANERA;BAR-CAFETERIA;CARRETERA GENERAL CABO BLANCO, 212;0;38627;0;0;0;ARONA;0
ALMACIGO, EL;ASADOR;C-822, 98 CTRA. (EDIF. LA TOSCA, L-OB);0;38626;337357;3108401;413;ARONA;120
ALMACIGO, EL;BAR-CAFETERIA;C/ CERCO DEL PATANGO, 5;0;38626;0;0;0;ARONA;0
ALMACIGO, EL;BAR-CAFETERIA;C/ ROQUE DE JAMA, S/N (EDF. GARAJONAY II), LOCAL 3;0;38650;0;0;0;ARONA;0
ALMACIGON;BAR;HEROES DE ALCAZAR, 58 ;0;38680;0;0;0;GUIA DE ISORA;35
ALMAGRA, LA;BAR;RODAPALLA, 8 ;0;38300;0;0;0;LA OROTAVA;0
ALMANAQUE, EL;TASCA;CERCADO CORAZON, 3. AVDA. (L-1);0;38107;0;0;0;SANTA CRUZ DE TENERIFE;0
ALMANAQUE, EL;BAR;AVDA. CERCADO CORAZON, 3 L-14;0;38107;0;0;0;SANTA CRUZ DE TENERIFE;0
ALMANO BURGER;CAFETERIA;ESPAÑA, 26. EDIF. DORADO. L-4;0;38390;354083;3145234;283;SANTA URSULA;57
ALMAR;BAR;GENERALISIMO, AVDA. (ED. BATAYOLA, L-7) (PUNTA LARGA);0;38530;0;0;0;CANDELARIA;16
ALMAZARA;TASCA;ADELANTADO, 16;0;38296;0;0;0;LA LAGUNA;0
ALMEIDA;BAR;CALVARIO, 9 ;0;38300;0;0;0;LA OROTAVA;12
ALMEJOR;RESTAURANTE;C. C. SANTA MARIA, 9 ;0;38660;0;0;0;ADEJE;64
ALMENA DE SAN MIGUEL, LA;RESTAURANTE;AVDA. REPUBLICA DE VENEZUELA, 3;0;38450;0;0;0;GARACHICO;80
ALMENDRA;RESTAURANTE;PUEBLO CANARIO, L-8C C.C.;0;38670;0;0;0;ADEJE;84
ALMOGROTE, EL;RESTAURANTE;GONZALEZ RIVAS, 50 AVDA. ;0;38611;0;0;0;GRANADILLA DE ABONA;28
ALOHA;BAR;GENERAL FRANCO -EDF. PLAYA LOS CRISTIANO ;0;38650;0;0;0;ARONA;20
ALOHA;SALA DE FIESTAS;AVDA. LA SALLE, 22 (EDIF. GRAN VIA, L-9);0;38005;0;0;0;SANTA CRUZ DE TENERIFE;0
ALOJERA;BAR;C/. SAN MARTIN, 65 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;12
ALOJERA;RESTAURANTE;SANTA ISABEL, 22;0;38626;335772;3106710;274;ARONA;52
ALON RECREATIVO PRINCESS BUENAVISTA;CAFETERIA;AVDA. JUAN MENDEZ EL VIEJO, S/N. (C.C. ALHONDIGA, L-20);0;38480;0;0;0;BUENAVISTA DEL NORTE;30
ALONDRAS PARK;BAR;JOSE ANTONIO TAVIO AVDA. APTOS. ALONDRAS ;0;38630;0;0;0;ARONA;25
ALONSO;BAR-CAFETERIA;GENERAL EL ROSARIO CH 5, 150 CTRA.  ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;25
ALONSO;BAR;EMETERIO GUTIERREZ ARBELO ;0;38670;0;0;0;ADEJE;20
ALONSO;BAR;EL SOCORRO, 11 ;0;38500;0;0;0;GÜIMAR;0
ALONSO;BAR;AVDA REPUBLICA ARGENTINA, 96 (LAS CANTERAS);0;38293;0;0;0;LA LAGUNA;0
ALONSO;RESTAURANTE;SAN MIGUEL DE GENETO, 122 CTRA. ;0;38296;0;0;0;LA LAGUNA;28
ALONSO;BAR;CMNO. DE AFUR, 43 ;0;38130;0;0;0;SANTA CRUZ DE TENERIFE;17
ALONSO;BAR;SAN ROQUE, 8 (EL SALGERO) ;0;38613;0;0;0;VILAFLOR;25
ALONSO;BAR;VENEZUELA AVDA., ESQ. MENCEY ACAYMO, 40 ;0;38008;0;0;0;SANTA CRUZ DE TENERIFE;40
ALONSO;CAFETERIA;MIRAMAR, 1 (EDIF. TAMAR) ;0;38640;28,00664994;-16,65379822;0;ARONA;50
ALPENDE, EL;CAFETERIA;LA HIGUERITA, S/N. URB. (EDIF. YENNY 2);0;38200;373122;3149610;372;LA LAGUNA;55
ALPI;BAR;URB. CHAPARRAL, 2ª FASE, LOCAL TRES C)-a;0;38630;0;0;0;ARONA;40
ALPISPA, LA;CAFETERIA;SAN AMARO, 3 ;0;38400;0;0;0;PUERTO DE LA CRUZ;22
ALREDEDOR DE MEDIANOCHE (ROUND MIDNIGHT);BAR;AMERICA SHOPPING, L-7/57A C.C. ;0;38660;0;0;0;ARONA;0
AL'S CARVERY (EL TRINCHADOR DE AL);RESTAURANTE;PENETRACION, L-20 AVDA. (EDF. COLUMBUS) ;0;38640;0;0;0;ARONA;99
ALT MUNCHEN;RESTAURANTE;C/.ACEVIÑOS, 8 URB. LA PAZ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
ALTAGAY;RESTAURANTE;OCEANO INDICO, LOC-2 URB. TESESINTE, EDF. ALTAGAY;0;38240;369692;3160955;6;LA LAGUNA;45
ALTAGAY CLUB;BAR;EDIF. ALTAGAY (URB. TESINTE) ;0;38240;0;0;0;LA LAGUNA;40
ALTAMIRA;BAR;LA GUANCHA, 20 CTRA. (BUEN PASO) ;0;38008;0;0;0;ICOD DE LOS VINOS;20
ALTAMIRA CUP CAFE;CAFETERIA;C/ EL BERIL, S/N - APTOS ALTAMIRA, L-1 ;0;38670;0;0;0;ADEJE;44
ALTAR, EL;TASCA;MENCEY BENEHARO, 86 ;0;38008;0;0;0;SANTA CRUZ DE TENERIFE;0
ALTAVISTA;BAR;C/ EL BREZO, 1 - AGUA DULCE;1;38687;0;0;0;GUIA DE ISORA;0
ALTAVISTA;RESTAURANTE;CTRA. GENERAL LA ESCALONA, 5 ;0;38613;0;0;0;VILAFLOR;30
ALTEMAR;CAFETERIA;NOELIA AFONSO, 8 (EDIF. ALTEMAR, L-2);0;38650;335041;3104901;17;ARONA;52
ALTON TOWERS (LAS TORRES DEL ALTON);BAR;ESMERALDA, L-26 C.C.;0;38000;0;0;0;ADEJE;54
ALVARO;BAR;OCEAN CENTER, 10 C.C.  ;0;38000;0;0;0;ADEJE;19
ALVARO CHAMORGA;BAR;CHAMORGA, 20 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
ALVARO PEÑA;BAR;GENERAL BCO. HONDO, KM. 15 CTRA. ;0;38000;0;0;0;CANDELARIA;0
AMADEUS;RESTAURANTE;PUERTO DEPORTIVO PUERTO COLON, L-108  ;0;38660;0;0;0;ADEJE;130
AMALFI;BAR;C.C VERONICA I LOC. 32 -LAS AMERICAS PYA ;0;38000;0;0;0;ARONA;0
AMALIA;BAR;LA HERRERIA, 32 ;0;38000;0;0;0;TACORONTE;0
AMALIA GOMEZ;BAR;EL PUERTITO, S/N. ;0;38000;0;0;0;GÜIMAR;0
AMANAY;BAR;DOCTOR ZAMENHOFF. EDF. SAN CRISTOBAL. ;0;38000;0;0;0;LA LAGUNA;0
AMANDA;RESTAURANTE;AVDA. DE ESPAÑA, C.C. SANTA MARIA, LOCALES 12/13/14 (BAJOS HOTEL SANTA MARIA );0;38660;0;0;0;ADEJE;152
AMANECER;BAR;GENERAL DEL SUR CTRA. ;0;38000;0;0;0;LA LAGUNA;0
AMARCA;BAR;ORELLANA DIVINA PASTORA, L-19 ;0;38005;0;0;0;SANTA CRUZ DE TENERIFE;12
AMARCA;RESTAURANTE;PYA. SAN MARCOS;0;38430;0;0;0;ICOD DE LOS VINOS;18
AMARCA;RESTAURANTE;PYA. DE SAN MARCOS (EDIF. AMARCA) ;0;38430;0;0;0;ICOD DE LOS VINOS;82
AMARCE;RESTAURANTE;CALVO SOTELO, 3 ;0;38550;0;0;0;ARAFO;36
AMAYA;RESTAURANTE;PARALELA A SANTIAGO, S/N. (SUBIDA LOS ANDENES);0;38108;0;0;0;LA LAGUNA;34
AMAZONA;BAR;EL AMPARO, 8 ;0;38430;0;0;0;ICOD DE LOS VINOS;0
AMAZONAS;BAR;ACIRA, S/N. AVDA. (URB. LOS ABRIGUITOS, L-18);0;38000;0;0;0;ARICO;16
AMAZONAS II;BAR;SAN CRISTOBAL, 30 PZA. ;0;38204;0;0;0;LA LAGUNA;60
AMAZONIA;CAFETERIA;FINCA MOREQUE (LLANO AZUL-CACTUS) ;0;38650;0;0;0;ARONA;54
AMAZONIA CANARIA;RESTAURANTE;LAS TERRAZAS, L-6 EDIF. ;0;38660;0;0;0;ADEJE;32
AMBASSADEUR;RESTAURANTE;STARCO, L-501/502 CC. ;0;38650;0;0;0;ARONA;310
AMBASSADOR;RESTAURANTE;GRANADOS, 18 (URB. EL DURAZNO) (APTOS. AMBASSADOR);0;38400;0;0;0;PUERTO DE LA CRUZ;46
AMBERES;RESTAURANTE;VERONICA II, L-21-35 C.C. ;0;38660;0;0;0;ARONA;120
AMBIENTE;CAFE;PRINCIPAL AVDA. (C.C. GALAXIA, L-1) ;0;38660;0;0;0;ADEJE;0
AMBIENTE;RESTAURANTE;AVDA. MARQUES VILLANUEVA DEL PRADO, S/N. (EDIF. VALLESOL, L-6);0;38400;0;0;0;PUERTO DE LA CRUZ;43
AMBIENTE, EL;RESTAURANTE;C.C. COMPOSTELA BEACH, L-7004/7005;0;38669;0;0;0;ARONA;40
AMBROS;BAR;SAN FRANCISCO, S/N. ;0;38600;0;0;0;GRANADILLA DE ABONA;0
AMBROSIO Y HOLANDA;BAR;C/. MARQUES DE BAJAMAR, 36 L-DCHO. (Bº CANDELARIA) ;0;38320;0;0;0;LA LAGUNA;30
AMBULANTE;BAR;EL SINO ;0;38000;0;0;0;EL ROSARIO;0
AMELIA;BAR;VIRGEN DE LA PAZ, 16 ;0;38000;0;0;0;LA LAGUNA;0
AMELIA;BAR;EL PALMAR ;0;38480;0;0;0;BUENAVISTA DEL NORTE;0
AMELIA HERNANDEZ;BAR;BUEN PASO, 21 ;0;38000;0;0;0;ICOD DE LOS VINOS;0
AMERICA;BAR;SAN JUAN, 70 ;0;38320;0;0;0;LA LAGUNA;16
AMERICA;BAR;LOS LLANOS ;0;38000;0;0;0;ICOD DE LOS VINOS;0
AMERICA;CAFETERIA;MARITIMA AVDA. ;0;38660;0;0;0;ARONA;65
AMERICA;BAR;SANTO TOMAS DE AQUINO, 26 ;0;38000;0;0;0;LA LAGUNA;0
AMERICA 1;CAFETERIA;BETHENCOURT AFONSO, S/N. EDF. CHICHARRO ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;16
AMERICAN BAR (BAR AMERICANO);BAR;AVDA. LOS MENCEYES, 427;0;38320;0;0;0;LA LAGUNA;0
AMERICAN BURGER;BAR;MANUEL RAVELO - C.C. SEGURO DE SOL ;0;38000;0;0;0;SANTIAGO DEL TEIDE;0
AMERICAN DREAMS (SUEÑO AMERICANO);RESTAURANTE;AVDA. RAFAEL PUIG LLUVINA, S/N. (BAJOS HOTEL TENERIFE SOL, L-A2);0;38640;329910;3105497;11;ARONA;194
AMERICANO, EL;RESTAURANTE;AVDA. RAFAEL PUIG, 12 (BAJOS IZDA. HOTEL TENERIFE SOL);0;38660;0;0;0;ARONA;0
AMICI MIEI (AMIGOS MIOS);RESTAURANTE;AVDA. LA HABANA, 12 (EDIF. CRISTIANOS III, L-4AB);0;38650;0;0;0;ARONA;62
AMIGO, EL;BAR;LA MARITA, 3 ;0;38000;0;0;0;GRANADILLA DE ABONA;0
AMIGO'S;BAR;PUERTO COLON, L-220 C.C. ;0;38670;0;0;0;ADEJE;0
AMIGOS DEL NORTE;RESTAURANTE;CTRA. GENERAL, 168 (LA FERRUJA);0;38415;0;0;0;LOS REALEJOS;60
AMIGOS DEL NORTE;RESTAURANTE;CTRA GENERAL LA CAÑADA;51;38640;0;0;0;ARONA;100
AMIGOS MIGUEL, LOS;BAR;LAS ROSAS-BDA. DE ARME|IME ;0;38000;0;0;0;ADEJE;0
AMIGOS TEAM, LOS;BAR;AVDA. ANTONIO DOMINGUEZ, 14 (EDIF. EL NAVEGANTE, L-11 BAJO) EL CAMISON;0;38650;0;0;0;ARONA;0
AMIGOS, LOS;CAFETERIA;C/. PADRE ESTEBAN, 18;0;38611;0;0;0;GRANADILLA DE ABONA;0
AMIGOS, LOS;BAR;VEINTICINCO DE ABRIL, 36 AVDA. ;0;38022;0;0;0;ICOD DE LOS VINOS;15
AMIGOS, LOS;BAR;LAS DELICIAS 4, 1 URB. ;0;38010;0;0;0;SANTA CRUZ DE TENERIFE;40
AMIGOS, LOS;BAR;EL DRAGO, S/N. ;0;38260;0;0;0;ARICO;27
AMIGOS, LOS;BAR;CTRA. GRAL. LOS MENORES - GUIA DE ISORA, 18;0;38670;0;0;0;ADEJE;20
AMIGOS, LOS;BAR;SAN FELIPE, 5 ;0;38000;0;0;0;PUERTO DE LA CRUZ;0
AMIGOS, LOS;BAR;GENERAL MOLA, 67 AVDA. ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;15
AMIGOS, LOS;BAR;GENERAL SANTA CRUZ-LAGUNA, 290 CTRA. ;0;38320;0;0;0;LA LAGUNA;36
AMIGOS, LOS;BAR;MENCEY BENCOMO, 62 ;0;38008;0;0;0;SANTA CRUZ DE TENERIFE;0
AMIGOS, LOS;RESTAURANTE;SAN JUAN BOSCO-C.C. TEMAIT III LOC. 15 ;0;38300;0;0;0;LA OROTAVA;70
AMIGOS, LOS (PUM'S);RESTAURANTE;MARITIMA, L-3 AVDA.(C.C. JOSEBAS) ;0;38650;0;0;0;ARONA;32
AMISTAD;BAR;CANDELARIA, 2 ;0;38680;0;0;0;GUIA DE ISORA;15
AMISTAD;BAR;DEL ROSARIO, 4 CTRA. ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
AMISTAD, LA;RESTAURANTE;REAL OROTAVA, 64 ;0;38360;0;0;0;EL SAUZAL;30
AMISTAD, LA;BAR;C.C. VERONICA III, 6 -LAS AMERICAS PYA. ;0;38000;0;0;0;ARONA;0
AMISTAD, LA;CAFETERIA;CONCORDE, S/N. C.C., L-11;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;25
AMISTAD, LA;BAR;APTOS. VI|A DEL MAR. LOC.1. LAS AMERICAS ;0;38670;0;0;0;ADEJE;0
AMMI;BAR;HOYA CARTAYA ;0;38000;0;0;0;GÜIMAR;0
AMOGANTE, ZUMERIA;BAR;NARCISO DE VERA, 16 ;0;38320;0;0;0;LA LAGUNA;0
AMOR DE LA INDIA II (LOVE INDIA II);RESTAURANTE;MARITIMA, S/N. AVDA. (EDIF. BAHIA) ;0;38650;0;0;0;ARONA;70
AMOR ESCONDIDO;BAR;C/. LOS RECHAZOS, 22 ;0;38300;0;0;0;LA OROTAVA;0
AMSTERDAM;BAR;SHOPPING CENTER, L-5 C.C. ;0;38660;0;0;0;ARONA;28
AMSTERDAM-SANTA CRUZ;BAR;C/. POGGI BORSOTTO, 2 BAJO IZDA.;0;38007;0;0;0;SANTA CRUZ DE TENERIFE;0
ANA FARIÑA;BAR;BARROSO ;0;38000;0;0;0;LA OROTAVA;0
ANA KOKO;BAR;LOMO LLANO, 21 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
ANA MARIA;RESTAURANTE;PLAYA PARAISO, 22 URB.  ;0;38678;0;0;0;ADEJE;130
ANA MARIA;RESTAURANTE;LAS LONJAS, 4 ;0;38400;0;0;0;PUERTO DE LA CRUZ;23
ANA MARIA MARREO;BAR;ALDEA BLANCA ;0;38000;0;0;0;SAN MIGUEL;0
ANA Y PEPA;BAR;LA CALETA GUIMAR_AVDA. ;0;38500;0;0;0;GÜIMAR;5
ANABEL;RESTAURANTE;CTRA. GRAL. 8 ;0;38435;0;0;0;LOS SILOS;86
ANABEL II;RESTAURANTE;AVDA. VENEZUELA, ESQ. BRISAS DEL TEIDE ;0;38435;0;0;0;TANQUE;210
ANAGA;RESTAURANTE;RAMON Y CAJAL, 52;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;125
ANAGA 15;TASCA;FRANCISCO LA ROCHE, 15 AVDA. ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;0
ANAGA 21;RESTAURANTE;ANAGA, 21 AVDA. ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;94
ANAGA CAFE;CAFETERIA;AVDA. FRANCISCO LA ROCHE, 11 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;46
ANAGA NOOCTUA;BAR;ANAGA, 35, AVDA. ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;0
ANAGA, TASCA;BAR;HERACLIO SANCHEZ, 40 (EDIF. RUBEN CABRERA) ;0;38204;0;0;0;LA LAGUNA;20
ANAISI;BAR;CRTA. GENERAL DE GUAZA ;0;38000;0;0;0;ARONA;60
ANALISA;PUB;AVDA. DE ESPAÑA, S/N. (C.C. TERRANOVA PLAZA, L-401);0;38670;28,07967169;-16,73448443;0;ADEJE;36
ANAMA;RESTAURANTE;EL SURF, L-4 C.C. (CLUB PARAISO SOL) ;0;38660;0;0;0;ADEJE;80
ANASTASIO;BAR;PUERTO DE LA MADERA, 35 ;0;38350;0;0;0;TACORONTE;10
ANATOLIA;RESTAURANTE;C/. SANTO DOMINGO, 2;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;50
ANCHETA, LA;PIZZERIA;SABINO BERTHELOT AUGIER, S/N. (URB. EL MAYORAZGO);0;38300;0;0;0;LA OROTAVA;108
ANCLA, EL;BAR;PUERTO DEPORTIVO DE RADAZUL, 10-B ;0;38109;0;0;0;EL ROSARIO;30
ANCLA, EL;RESTAURANTE;GARAJONAY, 5 BAJO ;0;38639;0;0;0;ARONA;60
ANCLA, EL (THE ANCHOR);PUB;SANTIAGO PUIG, S/N. AVDA. (APTOS. BARRANCO, L-5) ;0;38650;0;0;0;ARONA;110
ANCOR;BAR;PEDRO DOBLADO CLAVERIE LOC.1 ;0;38010;0;0;0;SANTA CRUZ DE TENERIFE;35
ANCORA;BAR;PRINCIPAL LA CALETA, S/N. ;0;38670;0;0;0;ADEJE;0
ANCORA;RESTAURANTE;LA CALETA ;0;38670;0;0;0;ADEJE;36
ANDALUCES, LOS;CAFETERIA;CUPIDO, 7 ;0;38400;0;0;0;PUERTO DE LA CRUZ;36
ANDALUCES, LOS;BAR-CAFETERIA;AUTOPISTA NORTE TF-5, SALIDA 36, POLIGONO SAN JERONIMO (C.C. LA VILLA, L-36B) ;0;38312;0;0;0;LA OROTAVA;0
ANDALUCIA;RESTAURANTE;TORVISCAS CENTRO (EDF. ANDALUCIA) ;0;38000;0;0;0;ADEJE;108
ANDALUZA;BAR;DOCTOR PEREZ, 13- CASINO DE SANTA URSULA ;0;38000;0;0;0;SANTA URSULA;0
ANDAMIO, EL;BAR;SERRANO, 80 ;0;38006;0;0;0;SANTA CRUZ DE TENERIFE;20
ANDEN;BAR;C/. GENERAL GODED;41;38006;0;0;0;SANTA CRUZ DE TENERIFE;0
ANDEN, EL;BAR;ANDEN, EL-133 ;0;38414;0;0;0;LOS REALEJOS;0
