Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;Plazas
GUARAPO;BAR;LA RAJITA, 2A ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;50
GUARAPO;ZUMERIA;EL PASO, AVDA. (EDIF. LA CAIXA, 7) ;0;38108;0;0;0;LA LAGUNA;0
GUARAPO II;ZUMERIA;GENERAL EL SOBRADILLO, 86 CTRA. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
GUARAPO III;CAFETERIA;AVDA. LOS MAJUELOS, 75 L-12 ESQ. C/. CAMBULLON;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;80
GUARDIAN A;BAR;PUERTO COLON ;0;38000;0;0;0;ADEJE;0
GUARGACHO;RESTAURANTE;GENERAL DE GUARACHO, 34 CTRA.  ;0;38640;0;0;0;SAN MIGUEL;36
GUARIÑEN;BAR;GENERAL GUTIERREZ, 4 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
GUATACA DEL GUANCHE, LA;BAR;PUERTO FRANCO, 26 ;0;38000;0;0;0;LOS REALEJOS;0
GUATATIBOA;RESTAURANTE;C/ FUNDADORES COOPERATIVA, 6 (ANTES CTRA. LAS CHAFIRAS, 35 );0;38639;0;0;0;SAN MIGUEL;34
GUATEQUE, EL;AREPERA;GENERAL LA MANCHA, 34 ;0;38430;0;0;0;ICOD DE LOS VINOS;75
GUATEQUE.COM;BAR;HELSINKI, S/N. (C.C. OASIS DAKOTA, L-7) PLAYA DE FAÑABE;0;38670;0;0;0;ADEJE;0
GUAY;BAR;MARIA LUISA, 19 ;0;38108;0;0;0;LA LAGUNA;20
GUAYANA;BAR;GENERAL FANJUL, 16 ;0;38006;0;0;0;SANTA CRUZ DE TENERIFE;0
GUAYARA;RESTAURANTE;DOCTOR PEREZ, S/N. (EDIF. VICTORIA) ;0;38390;0;0;0;SANTA URSULA;98
GUAYDIL;RESTAURANTE;C/. DEAN PALAHI, 26;0;38201;0;0;0;LA LAGUNA;83
GUAYDIL;BAR;TOMAS CRUZ, 16;0;38500;0;0;0;GÜIMAR;0
GUAYDIL;BAR;PORTUGAL AVDA., 16 ;0;38500;0;0;0;GÜIMAR;0
GUAYOYO'S CAFE;ZUMERIA;C/. VALENTIN SANZ, 4 ESQ. RUIZ DE PADRON (PLAZA DEL PATRIOTISMO-EDIF. HOLLYWOOD, L-3);0;38002;0;0;0;SANTA CRUZ DE TENERIFE;60
GUAYRA, LA;BAR;LOS MAJUELOS, AVDA. (CARDONAL), 53 ;0;38729;0;0;0;LA LAGUNA;20
GUAZA;RESTAURANTE;TRASERA 2, 1 ;0;38627;0;0;0;ARONA;50
GUERREROS, LOS;CAFETERIA;AVDA. JOSE MARIA CAMPO LLARENA, S/N. (EDIF. LLANO DE MAJA, L-11);0;38400;0;0;0;PUERTO DE LA CRUZ;80
GUGABAR;BAR;AVDA. LA SALLE, 3 (PZA. SAN JUAN BAUTISTA), ESQ. AVDA SAN SEBASTIAN;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;20
GUILLEN;BAR;SAUCE, 6 (LAS VEREDITAS) ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
GUILLERMO;RESTAURANTE;CMNO. NUEVO, 61;0;38370;358912;3147837;622;LA MATANZA DE ACENTEJO;36
GUIMAR;BAR;SANTA CRUZ AVDA., 62 ;0;38500;0;0;0;GÜIMAR;30
GÜIMAR BURGUER;HAMBURGUESERÍA;AVDA VENEZUELA, 19B ESQU. CALLE THOR HEYERCTH;0;38530;0;0;0;GÜIMAR;0
GUINCHO, EL;RESTAURANTE;AEROPUERTO REINA SOFIA ;0;38610;0;0;0;GRANADILLA DE ABONA;76
GUINCHO, EL;BAR;LAS BARRANQUERAS, S/N. ;0;38000;0;0;0;LA LAGUNA;0
GUINDA TINERFEÑA, LA;PASTELERIA;PASEO TOMAS DENIZ, 4 BAJO ;0;38180;0;0;0;SANTA CRUZ DE TENERIFE;0
GUINDA, LA;CAFETERIA;GENERAL LA ESPERANZA KM.7.2, 61 ;0;38290;0;0;0;LA LAGUNA;62
GUIPUZCOA;CAFETERIA;CTRA. GENERAL GUARGACHO (RESID. SAN MIGUEL B1, L-4);0;38620;0;0;0;SAN MIGUEL;31
GÜISE;RESTAURANTE;EL PRESIDENTE, L-13 C.C. ;0;38640;0;0;0;ARONA;79
GUITARRA, LA;BAR;GENERAL FRANCO, 8 ;0;38670;0;0;0;ADEJE;20
GUITARRA, LA;BAR;LAS GALLETAS ;0;38000;0;0;0;ARONA;0
GUITARRA, LA;RESTAURANTE;C/. GRANDE, 8 BAJO;0;38670;0;0;0;ADEJE;60
GULA;RESTAURANTE;LITORAL, 5 AVDA. (C.C. PARQUE SANTIAGO IV, l-28/29);0;38640;0;0;0;ARONA;90
GULLIVERS GRILL HOUSE (CASA BRASA GULLIVERS);RESTAURANTE;SAN BLAS, 551/2B C.C. ;0;38660;0;0;0;SAN MIGUEL;84
GUMERSINDO DELGADO;BAR;CAMINO CHASNA ;0;38000;0;0;0;LA OROTAVA;0
GUSTO CAFFE;BAR;C/.  HUERTAS, 2 (EDIF. MARIA, L-1);0;38660;0;0;0;ADEJE;0
GUSTO POR EL VINO, EL;TASCA;C/. EMILIO CALZADILLA, 6 BAJO;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;96
GUTIERREZ;RESTAURANTE;ESPAÑA, 4 (LA PLAZA) ;0;38000;0;0;0;SANTA URSULA;60
H.H.;BAR-CAFETERIA;AVDA. ESPAÑA, S/N. (C.C. OCEAN PARK, L-6) URB. SAN EUGENIO;0;38670;0;0;0;ADEJE;0
H.H.H.;CAFETERIA;PEREZ GALDOS, 14 ;0;38680;0;0;0;GUIA DE ISORA;8
H20;BAR;18 DE JULIO, 4 ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;0
H2O SUR;DISCOTECA;ESPAÑA, S/N. AVDA. (HOTEL LA NIÑA);0;38670;0;0;0;ADEJE;0
HÄAGEN-DAZS MERIDIANO;HELADERIA;AUREA DIAZ FLORES, S/N. (C.C. MERIDIANO, L-O20);0;38005;0;0;0;SANTA CRUZ DE TENERIFE;18
HABANA;RESTAURANTE;PARAISO ROYAL FASE II ;0;38660;0;0;0;ARONA;142
HABANA;BAR;GENERAL S/C-LAGUNA, 114 CTRA. (URB. BUGANVILLAS);0;38200;0;0;0;LA LAGUNA;0
HABANA;CAFETERIA;PESCADORES, 43 AVDA.;0;38686;0;0;0;GUIA DE ISORA;38
HABANA ACHE;BAR;C/. BELTRAN DE LIS, 19 BAJO;0;38500;0;0;0;GÜIMAR;0
HABANA BLUE CAFE;BAR;AVDA. 25 DE ABRIL, 79;0;38430;0;0;0;ICOD DE LOS VINOS;60
HABANA SOCIAL CLUB;DISCOTECA;SANTIAGO PUIG, 8 L-7 AVDA. ;0;38660;0;0;0;ARONA;300
HABANA, LA;BAR;DR. OLIVERA, 18 PZA. ;0;38000;0;0;0;LA LAGUNA;0
HABANERA, LA;CAFETERIA;GENERAL OROTAVA-PERDOMA KM. 2'05 CTRA. (ESTACION SERVICIOS LA PERDOMA) ;0;38300;0;0;0;LA OROTAVA;10
HABANERA, LA;PUB;ACEVIÑO, 2 (URB. LA PAZ);0;38400;0;0;0;PUERTO DE LA CRUZ;80
HABIBI KEBAB;RESTAURANTE;CTRA. GENERAL TACORONTE-TEJINA, 47 EDF. ACOSTA,;0;38350;0;0;0;TACORONTE;45
HABITACION DEL TE, LA;BAR;AVDA. EL EMIGRANTE, 28 (URB. SANTA MARTA);0;38687;0;0;0;GUIA DE ISORA;0
HACIENDA MIRANDA 5;RESTAURANTE;AVDA. LONDRES, S/N. (C.C. FAÑABE, L-5/10)  ;0;38660;0;0;0;ADEJE;116
HACIENDA MIRANDA I;RESTAURANTE;TRANSVERSAL JUAN XXIII (EDIF. CONYPRA) ;0;38650;0;0;0;ARONA;157
HACIENDA MIRANDA IV;RESTAURANTE;AVDA. DE LAS AMERICAS, S/N. (C.C. SAFARI, L-5);0;38670;0;0;0;ARONA;170
HACIENDA, LA;RESTAURANTE;EL SINO, 66 ;0;38290;0;0;0;EL ROSARIO;50
HACIENDA, LA;BAR;PLAZA DE LA LUZ, 5 ;0;38470;0;0;0;LOS SILOS;30
HACIENDA, LA;RESTAURANTE;GENERAL BUZANADA, 4 CTRA. ;0;38650;0;0;0;ARONA;420
HAFIDA (PROTEGIDA);CAFETERIA;C/. QUINTIN BENITO, 27;0;38200;0;0;0;LA LAGUNA;0
HAGAR;RESTAURANTE;AVDA. SUECIA, C.C. SAN TELMO, L- 14C Y 15C;0;38000;0;0;0;ARONA;60
HAKUNA MATATA;BAR;SAN TELMO, 3B C.C. ;0;38650;0;0;0;ARONA;32
HALCON, EL;CAFETERIA;CTRA. VIEJA, 22;0;38200;0;0;0;LA LAGUNA;72
HALCON, EL;RESTAURANTE;GENERAL ICOD-BUENAVISTA, 4 CTRA.;0;38430;0;0;0;ICOD DE LOS VINOS;121
HALL;BAR;URB. TORVISCAS ALTA (PARCELA 11 C) ;0;38000;0;0;0;ADEJE;0
HALL EL BARCO;BAR;AVDA. BRUSELAS, 1 (C.C. EL DUQUE, PTA. BAJA) JARDINES DEL DUQUE;0;38600;0;0;0;ADEJE;0
HALL VICTORIA;BAR;MAREVERDE APTOS. ;0;38670;0;0;0;ADEJE;100
HALLEY;BAR;C.C. CORONEL ;0;38650;0;0;0;ARONA;0
HALLEY;BAR;C.C. MAGALY LOC. 27 ;0;38000;0;0;0;ARONA;40
HAMBURGESA, LA;BAR;C.C. VERONICA II.  LAS AMERICAS PYA ;0;38000;0;0;0;ARONA;0
HAMBURGO;RESTAURANTE;EL JABLE, 18 ;0;38670;0;0;0;ADEJE;0
HAMBURGO;CAFETERIA;VALOIS, 25 ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
HAMBURGUESERIA BON APPETIT ( BUEN PROVECHO);BAR;AVDA. MELCHOR LUZ, 1 (EDIF. VALLE LUZ L-2);0;38400;0;0;0;PUERTO DE LA CRUZ;0
HAMBURGUESERIA DIABLITO;BAR;C/. JUAN GARCIA ALVAREZ, S/N. ED.CHEVASA II,PORTAL 1,LOCAL 1;0;38008;0;0;0;SANTA CRUZ DE TENERIFE;14
HAMBURGUESERIA GRAN SABOR;RESTAURANTE;CMNO. REAL ESQ. CECILIO MARRERO, 1 L-2;0;38255;0;0;0;TACORONTE;28
HAMBURGUESERIA KILYAN;CAFETERIA;C/. CASA AZUL, 40;0;38400;0;0;0;PUERTO DE LA CRUZ;55
HAMBURGUESERIA LA PERRITA;HAMBURGUESERÍA;CTRA. LOS CAMPITOS, 3 (EDIF. BETANCURIA BAJO);0;38320;0;0;0;LA LAGUNA;0
HAMBURGUESERIA LILI;HAMBURGUESERÍA;C/. MAYA, 55;0;38202;0;0;0;LA LAGUNA;0
HAMBURGUESERIA SAN LORENZO;CAFETERIA;CTRA. GENERAL VALLE SAN LORENZO, 120;0;38626;0;0;0;ARONA;60
HAMBURGUESERIA TIC-TOC;BAR;JORGE MANRIQUE, 11 L-22 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
HAMBURGUESERIA YANES, Y.;CAFETERIA;C/. LA ZAMORA, 117;0;38410;0;0;0;LOS REALEJOS;45
HAMBURGUESERIA-ZUMERIA PIRAMIDE;BAR;LORA Y TAMAYO, L-6 AVDA. (EDIF. TRES COR ONAS);0;38000;0;0;0;LA LAGUNA;15
HAMPDEN ROAR;BAR;STARCO L-328 C.C. ;0;38650;0;0;0;ARONA;26
HANNEN STUBE;BAR;GRAN PODER, 112 AVDA. (EDIF. PISCINA) ;0;38250;0;0;0;LA LAGUNA;32
HANNEN STUBE;CERVECERIA;VENEZUELA, 6 AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
HANNEN STUBE;CAFETERIA;VENEZUELA AVDA., 6 ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
HANNEN STUDIO;CERVECERIA;GENERALISIMO, S/N. AVDA. (EDIF. AVENIDA) ;0;38400;0;0;0;PUERTO DE LA CRUZ;45
HAÑAGUA;BAR;AVDA. DE MADRID, 5, LOCAL 8A ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;0
HAPPY BURGER;BAR;GENERAL MOLA AVDA., 10 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;25
HAPPY CAFE;BAR-CAFETERIA;C/ EL PEÑON, ESQ. C/ EL POZO;NULL;38400;0;0;0;PUERTO DE LA CRUZ;50
HAPPY DAYS (DIAS FELICES);RESTAURANTE;EL PARADERO II, S/N. URB. ;0;38640;0;0;0;ARONA;143
HAPPY DAYS II (DÍAS FELICES 2);RESTAURANTE;AVDA. LAS AMERICAS, 8 (APTOS. COMPOSTELA BEACH, L-138) ;0;38660;0;0;0;ARONA;231
HARBOUR;BAR-CAFETERIA;C.C. PLAYA L-10 (PUERTO COLON);0;38660;0;0;0;ADEJE;0
HARBOUR LIGHTS (LUCES DEL MUELLE);RESTAURANTE;JARDINES CANARIOS, L-3;0;38650;331854;3103733;8;ARONA;47
HARD ROCK-WINE;RESTAURANTE;VERONICA III, L-13,14,15 C.C. ;0;38660;0;0;0;ARONA;60
HAREAS;BAR;C/. LA VENDIMIA, 1 ;0;38680;0;0;0;GUIA DE ISORA;8
HARLEQUINS NORTE;CAFETERIA;GENERALISIMO AVDA.(EDIF. MARTINA, L-D/E) ;0;38400;0;0;0;PUERTO DE LA CRUZ;136
HARLEY´S AMERICAN;RESTAURANTE;C/. ESPAÑA, S/N. (EDIF. FLAMINGO BAJOS) PUERTO COLON;0;38670;0;0;0;ADEJE;284
HARMONIE (ARMONIA);CAFETERIA;AVDA. MARQUES VILLANUEVA DEL PRADO, S/N. (C.C. LA CUPULA, L-55) URB. LA PAZ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
HARRYS;BAR;LITORAL, 25 AVDA.  (URB. SAN RAFAEL-LA TORTUGA);0;38660;0;0;0;ARONA;0
HARRY'S (LA CAFETERIA DE HARRY);CAFETERIA;MARITIMA, 2 AVDA. (EDIF. CANAIMO, L-4);0;38683;0;0;0;SANTIAGO DEL TEIDE;66
HARRY'S COCKTAIL (EL COCTEL DE HARRY);PUB;VALDES CENTER, L-B32 EDIF.  ;0;38650;0;0;0;ARONA;0
HARRY'S SAFARI (EL SAFARI DE HARRY);CAFETERIA;LAS AMERICAS, S/N. AVDA. (C.C. SAFARI, L-R9);0;38640;329885;3104567;9;ARONA;156
HARVEY'S;BAR;C.C. TREBOL, L-3,4,5. ;0;38630;0;0;0;ARONA;80
HARVEY'S BAR (EL BAR DE HARVEY);BAR;AVDA. AMSTERDAM, S/N. (EL MIRADOR, L-2);0;38650;0;0;0;ARONA;0
HAUCHE;CAFETERIA;C/. GRANDE, 30 ;0;38670;330608;3111916;300;ADEJE;46
HAUCHE II;CAFETERIA;C/ GRANDE, 9;0;38670;0;0;0;ADEJE;60
HAVANA;PUB;ALFONSO TRUJILLO (EDIF.TEMAIT III, PLANTA 2º, LOCAL 1);0;38300;0;0;0;LA OROTAVA;0
HAWAI;RESTAURANTE;C/. LONDRES, 2 (C.C. LAGOS FAÑABE, L-11);0;38660;0;0;0;ADEJE;70
HAWAI;BAR;GENERAL A CHIMICHE CTRA.  ;0;38611;0;0;0;GRANADILLA DE ABONA;5
HAWAI;BAR-CAFETERIA;AVDA. LOS MENCEYES, Nº 27 (LOCALES 9 Y 10);0;38530;0;0;0;SANTA CRUZ DE TENERIFE;0
HAWAI;BAR;LA EQUIS ESQ. CARMEN MONTEVERDE, 63 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;0
HAWAI;BAR;LANZAROTE, 109_VILLA ISABEL ;0;38640;0;0;0;ARONA;20
HAWAI;BAR;IRIARTE, 5 ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;25
HAWAII;BAR;C/. VALENCIA, S/N. (C.C. CENTRO COSTA, L-1.6/1.7) TORVISCAS;0;38670;0;0;0;ADEJE;0
HAYA, LA;BAR;SAN FRANCISCO JAVIER, 39 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;0
HEADS'N TAILS (CABEZAS Y RABOS);CAFETERIA;BORA BORA, L-1 AL 5 C.C.;0;38670;0;0;0;ADEJE;70
HEAVEN (CIELO);BAR;GENERAL GODED, 24 BAJO;0;38006;0;0;0;SANTA CRUZ DE TENERIFE;0
HECA;BAR;PLAZA DE LA IGLESIA (LA CONCEPCION), 11 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
HECTOR FLORES;BAR;GENERAL, 61 CTRA.;0;38620;0;0;0;SAN MIGUEL;32
HEIDELBERG;RESTAURANTE;URB. EL TOPE, L-4 (EDIF. GUARICO);0;38400;0;0;0;PUERTO DE LA CRUZ;43
HEINEKEN  BAR;RESTAURANTE;PARQUE TEN-BEL ;0;38640;0;0;0;ARONA;134
HELADERIA CREPERIA DOLCE SIESTA;BAR-CAFETERIA;AVDA. ANTONIO DOMINGUEZ, 11 (RES. EL CAMISON), LOCALES 44-45-46;0;38650;0;0;0;ARONA;0
HELADERIA FERRARI;HELADERIA;AV. MARITIMA, 21;0;38631;0;0;0;ARONA;0
HELADERIA FRAGOLA;BAR-CAFETERIA;AVDA TOME CANO, 10-A;0;38450;0;0;0;GARACHICO;0
HELADERIA LA VENEZIANA;BAR-CAFETERIA;AVDA. RAFAEL PUIG, 3 - BAJOS APTOS. BARRANCO, LOCAL 2;NULL;38660;28,06215109;-16,72910392;0;ARONA;12
HELADERIA OPERA;BAR-CAFETERIA;C/ MAR EN CALMA, S/N - ESQ. C/ ALTAMAR;NULL;38680;0;0;0;GUIA DE ISORA;74
HELADERIA PARIS;CAFETERIA;C/ UNTERHACHING, C.C. PARIS, LC-B12;0;38670;0;0;0;ADEJE;0
HELADERIA, LA;BAR;TOMAS GONZALES RIVERO, 4 ;0;38000;0;0;0;LA LAGUNA;0
HELAISA;CAFETERIA;CTRA. LAS MERCEDES (LAS CANTERAS) ;0;38293;0;0;0;LA LAGUNA;68
HELAMER;BAR;PENETRACION, L-28 AVDA. (C.C. SAN RAFAEL );0;38000;0;0;0;ADEJE;60
HELECHOS, LOS;RESTAURANTE;C/. TREINTA DE MAYO, 4 BAJOS;0;38670;330148;3111733;294;ADEJE;35
HELECHOS, LOS;BAR;LA ASOMADA, 7;0;38400;0;0;0;PUERTO DE LA CRUZ;0
HELENA;CAFETERIA;MARITIMA AVDA. PYA. DE LAS AMERICAS ;0;38000;0;0;0;ADEJE;183
HENUA;BAR;SAN TELMO, L-11C C.C. (AVDA. HABANA);0;38650;0;0;0;ARONA;50
HERACLIA;BAR;EL POZO ;0;38000;0;0;0;CANDELARIA;0
HERCHI;HAMBURGUESERÍA;SERRANO, 4 ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;25
HEREFORD;RESTAURANTE;TREBOL, L-39/40/41 C.C. ;0;38639;0;0;0;ARONA;78
HERENCIA, LA (THE HERITAGE);RESTAURANTE;SAN MARINO, L-15 EDIF. ;0;38650;0;0;0;ARONA;66
HERFE;CAFETERIA;GOMERA, 2;0;38670;329808;3110356;172;ADEJE;44
HERMADO PEDRO;BAR;TABURIENTE, 12- BDA. LAS CABRITAS. ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
HERMANAS, LAS;BAR;LA AZADILLA ALTA ;0;38410;0;0;0;LOS REALEJOS;20
HERMANO PEDRO;RESTAURANTE;SAN LORENZO, 52 ;0;38023;0;0;0;ARONA;58
HERMANO PEDRO;BAR;PERU ALTO, 39 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
HERMANO PEDRO;BAR;SAN BARTOLOME, 3 ;0;38000;0;0;0;LA LAGUNA;15
HERMANO PEDRO;RESTAURANTE;CTRA. GENERAL SAN ISIDRO AL MEDANO, 2 (LLANO BERNARDINO);0;38611;0;0;0;GRANADILLA DE ABONA;56
HERMANO PEDRO;BAR;EL HOYO, 12 ;0;38838;0;0;0;VILAFLOR;0
HERMANOS ANTOLIN;RESTAURANTE;FERNANDEZ CUTILLA, S/N. L-3 ;0;38108;0;0;0;LA LAGUNA;62
HERMANOS AZULES, LOS (THE BLUES BROTHERS);BAR;EL EMIGRANTE, 16 AVDA. ;0;38000;0;0;0;GUIA DE ISORA;0
HERMANOS CAIROS;RESTAURANTE;BOQUERON, 21 CTRA.  ;0;38330;0;0;0;LA LAGUNA;50
HERMANOS CORREA;BAR-CAFETERIA;FRANCO DE MEDINA, 86 (Bº DE LA CANDELARIA);0;38320;0;0;0;LA LAGUNA;0
HERMANOS FRIAS AVILA;RESTAURANTE;CMO. SAN NICOLAS, 139 ;0;38360;0;0;0;EL SAUZAL;100
HERMANOS PERDOMO;RESTAURANTE;LOS LAURELES, 2 ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;98
HERMANOS TORRES;RESTAURANTE;GENERAL DE GENETO, 3 CTRA. ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;61
HERMANOS, LOS;BAR;CASAS ALTAS ;0;38000;0;0;0;TACORONTE;0
HERMANOS, LOS;BAR;NARCISO DE VERA, 29 ;0;38000;0;0;0;LA LAGUNA;0
HERMANOS, LOS;RESTAURANTE;AVDA.DE LA HABANA, S/N. (C.C. SAN TELMO, L-11B Y 12B);0;38650;0;0;0;ARONA;90
HERMANOS, LOS;RESTAURANTE;LA VILLA, 22 CMNO. ;0;38297;0;0;0;LA LAGUNA;72
HERMANOS, LOS;BAR;CTRA. GENERAL LOS NARANJEROS. KM 17. ;0;38000;0;0;0;TACORONTE;0
HERMANOS, LOS;BAR;MANUEL BELLO RAMOS, 15 ;0;38670;0;0;0;ADEJE;0
HERMUSA;CAFETERIA;EDIF. COLUMBUS;0;38660;0;0;0;ARONA;0
HERNANDEZ;BAR;MARIA LUISA,13 ;0;38108;0;0;0;LA LAGUNA;0
HERNANDEZ;BAR;ANATAEL CABRERA, 17 ;0;38000;0;0;0;LA LAGUNA;0
HERNANDEZ, LOS;BAR;BDA. SANTA CLARA LOC. 19 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;0
HERNANDO JOSE PLASENCIA VAZQUEZ;BAR;LOS ANGELES (PTO. SANTIAGO) ;0;38000;0;0;0;SANTIAGO DEL TEIDE;0
HERRADORES 18;CAFETERIA;C/. HERRADORES, 18;0;38204;0;0;0;LA LAGUNA;55
HERRADURA, LA;BAR;OASIS PARAISO, L-5/6/7 C.C. ;0;38670;0;0;0;ADEJE;0
HERRADURA, LA;BAR;DR. ANTONIO GONZALEZ, S/N. (PZA. VICTOR ZURITA-EDIF. POLSA, L-10) ;0;38200;0;0;0;LA LAGUNA;0
HERRADURA, LA;BAR;C.C. VERONICA III. LAS AMERICAS PYA. ;0;38000;0;0;0;ARONA;0
HERRADURA, LA;RESTAURANTE;VIEJA, 18 CTRA.  ;0;38390;0;0;0;SANTA URSULA;85
HERRE|O;BAR;URB. PRINCESA YBALLA,2 ;0;38320;0;0;0;LA LAGUNA;0
HERREÑO, EL;BAR;EL CASCAJAL ;0;38000;0;0;0;EL ROSARIO;0
HERRERA;BAR;DEAN PEREZ CACERES, 12 AVDA. ;0;38500;0;0;0;GÜIMAR;0
HERRERA;BAR;LA HONDURA ;0;38270;0;0;0;LA LAGUNA;25
HERRERA;BAR;VERDERON, 7 ;0;38108;0;0;0;EL ROSARIO;0
HERRERA;BAR;C/. IGNACIO PEREZ GARCIA, 38;0;38270;0;0;0;LA LAGUNA;0
HERRERIA DEL ESPINAL, LA;RESTAURANTE-CAFETERIA;CTRA. TACORONTE-TEJINA 16, 25A L-3/4;0;38350;0;0;0;TACORONTE;0
HERRERIA, LA;RESTAURANTE;COLOGAN, 7 ;0;38400;0;0;0;PUERTO DE LA CRUZ;79
HERRERO, EL;RESTAURANTE;CAMINO FUENTES CAÑIZARES, 48 ;0;38206;0;0;0;LA LAGUNA;34
HESPERIA;RESTAURANTE;SAN EUGENIO, C.C.;0;38660;0;0;0;ADEJE;32
HESPERIDES;CAFE;AVDA. LAS HESPERIDES, 101 L-2;0;38107;0;0;0;SANTA CRUZ DE TENERIFE;0
HESPERIDES;CAFETERIA;PZA. LUIS DE LEON HUERTA BAJO, L-25/26;0;38430;0;0;0;ICOD DE LOS VINOS;60
HESPERIDES;BAR;TRINIDAD AVDA., 2 ESQ. HERRADORES ;0;38204;0;0;0;LA LAGUNA;0
HGI PATIO CAFETERIA & GRILL;CAFETERIA;AVDA. RAFAEL PUIG LLUVINIA, S/N. (C.C. SALYTIEN, L-C7);0;38660;0;0;0;ADEJE;12
HIDALGA, LA;RESTAURANTE;CTRA. GRAL. ARAFO/LA HIDALGA, 1;0;38000;0;0;0;ARAFO;32
HIDEAWAY;BAR;VALOYS (EDIF. BELAIR) ;0;38400;0;0;0;PUERTO DE LA CRUZ;0
HIEDRA, LA;RESTAURANTE;CTRA. GENERAL DEL NORTE KM.26, 49;0;38370;0;0;0;LA MATANZA DE ACENTEJO;65
HIERBITA, LA;RESTAURANTE;EL CLAVEL, 19 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;36
HIERRO, EL;BAR;APTOS CALLAO GARDEN ;0;38000;0;0;0;ADEJE;98
HIGH FLY;BAR;BARRANCO SAN JUAN, 5 ;0;38000;0;0;0;LA LAGUNA;41
HIGHLAND PADDY (TIERRAS ALTAS DE PATRICIO);BAR;C.C. PARQUE LA PAZ, L-16/17 ;0;38601;0;0;0;ADEJE;40
HIGHLAND PADDY II;BAR;SEGURO DE SOL, L-8/9 C.C.;0;38683;0;0;0;SANTIAGO DEL TEIDE;0
HIGHLAND PADDY II (TIERRAS ALTAS II);BAR;MARITIMA, 20 AVDA. ;0;38683;0;0;0;SANTIAGO DEL TEIDE;20
HIGHLAND PADDY III (COLINAS ALTAS III);BAR;FLOR DE PASCUA, 5 ;0;38683;0;0;0;SANTIAGO DEL TEIDE;0
HIGHLAND PADDY, THE;PUB;MARITIMA, 26 AVDA. ;0;38000;0;0;0;SANTIAGO DEL TEIDE;0
HIGHLAND TINKER;BAR;EDF. PLAYA AZUL LOC. 11 ;0;38650;0;0;0;ARONA;59
HIGINIO CHAVEZ;BAR;LAS LAJAS BCO . ;0;38000;0;0;0;TACORONTE;0
HIGINIO PADRON;BAR;CTRA. GENERAL DEL MOLINO. ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;0
HIGLAND PADDY II (TIERRAS ALTAS II);BAR;SEGURO DE SOL, L-9/10 C.C.  (PLAYA DE LA ARENA);0;38683;0;0;0;SANTIAGO DEL TEIDE;0
HIGUERA, LA;BAR;LA PUNTA, S/N. (AROBA) ;0;38530;0;0;0;CANDELARIA;0
HIGUERAS;BAR;AUTOPISTA NORTE, KM.17  ;0;38350;0;0;0;TACORONTE;0
HIGUERITA;BAR;MORADITAS DE TACO ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;0
HIGUERITA, LA;BAR;LA PEÑA, 2 ;0;38000;0;0;0;LA LAGUNA;0
HIGUERITAS, LAS;BAR;LAS HIGUERITAS, 31;0;38680;324877;3121924;555;GUIA DE ISORA;0
HILARIO;BAR;VENEZUELA  AVDA., 110 ;0;38500;0;0;0;GÜIMAR;0
HILARIO MARTIN GUTIERREZ;BAR;LAS CANDIAS ;0;38000;0;0;0;LA OROTAVA;0
HIMAR;BAR;C/LOS GONZALEZ, 12, SAN ISIDRO;0;38611;0;0;0;GRANADILLA DE ABONA;0
HIPER MI CASA I;BAR;PRINCIPES DE ESPA|A, 71 ;0;38430;0;0;0;ICOD DE LOS VINOS;15
HIPER MI CASA II;BAR;PRINCIPES DE ESPA|A, 71 ;0;38430;0;0;0;ICOD DE LOS VINOS;50
